0.2;0.24;0.26;0.03;4.4;7.9;0.022;0.012;0.053;-0.1;1.5;1.8;4.8;0.021;0.006;-0.012;1
0.51;0.18;0.17;0.39;2.8;1.4;-0.008;0.057;0.015;-0.04;1.5;2.7;1.5;0.034;-0.002;0.025;0
0.31;0.32;0.29;0.14;0.8;6.1;0.015;0.045;0.029;-0.04;1.4;2.0;1.0;0.035;-0.008;0.017;0
0.27;0.2;0.41;0.38;2.9;3.9;0.012;0.031;-0.002;-0.09;1.4;1.9;4.4;0.039;-0.006;-0.007;1
0.15;0.19;0.42;0.26;1.6;5.3;-0.002;0.068;0.039;-0.06;1.5;2.6;3.6;0.029;-0.006;-0.016;1
0.39;0.23;0.51;0.52;3.2;5.3;0.016;0.05;0.026;-0.11;1.3;1.9;4.5;0.02;-0.002;0.02;1
0.45;0.16;0.35;0.38;2.1;0.2;0.019;0.009;0.047;-0.09;1.4;2.8;0.3;0.038;-0.008;-0.011;0
0.59;0.27;0.03;0.04;4.3;7.2;0.009;0.006;0.049;-0.11;1.4;2.3;0.6;0.026;0.001;-0.005;0
0.59;0.17;-0.03;0.14;1.8;-0.3;0.007;0.037;0.001;-0.03;1.3;2.6;0.8;0.026;0.005;0.004;0
0.08;0.21;0.6;0.48;0.9;4.6;0.001;0.065;0.045;0.0;1.5;1.8;4.5;0.025;-0.01;0.012;1
0.08;0.33;0.53;0.33;4.3;0.0;0.019;0.052;0.046;0.01;1.4;1.9;3.5;0.02;0.0;0.007;0
0.1;0.37;0.42;0.13;2.6;5.9;-0.008;0.036;0.0;-0.08;1.3;1.8;4.6;0.034;-0.012;-0.017;1
0.51;0.22;0.14;0.31;3.5;0.8;0.022;0.038;-0.01;0.02;1.3;1.9;7.0;0.022;-0.01;-0.003;1
0.11;0.38;0.6;0.59;4.5;2.1;0.007;0.023;-0.008;-0.05;1.5;2.6;3.6;0.025;0.005;-0.018;0
0.15;0.19;0.08;0.55;4.0;0.1;-0.007;0.013;0.04;0.0;1.5;2.1;0.4;0.029;-0.009;-0.016;0
0.3;0.29;0.26;0.05;3.6;3.2;0.017;0.029;0.029;-0.06;1.3;1.8;1.5;0.032;-0.001;-0.007;0
0.33;0.34;0.6;0.33;2.3;0.5;0.0;-0.002;0.043;-0.04;1.5;2.4;7.0;0.021;0.005;0.006;1
0.44;0.37;-0.05;0.16;3.9;2.9;0.008;-0.005;0.039;-0.12;1.5;2.8;4.2;0.032;-0.009;0.027;1
0.45;0.33;0.0;0.58;1.5;7.1;0.007;0.057;0.0;-0.12;1.5;1.9;5.2;0.026;0.003;0.025;1
0.53;0.25;0.07;0.16;3.3;8.3;-0.001;0.065;0.009;-0.12;1.5;2.1;1.5;0.023;-0.011;0.021;0
0.52;0.27;-0.13;0.44;3.0;5.3;0.005;0.044;0.02;-0.02;1.3;1.8;6.0;0.027;-0.003;0.026;1
0.56;0.37;0.32;0.51;3.3;2.8;0.009;0.059;0.041;0.03;1.5;2.6;1.5;0.026;-0.011;0.005;0
0.28;0.21;0.42;0.24;2.7;3.4;-0.003;0.026;0.048;-0.07;1.3;2.4;3.5;0.032;-0.011;0.029;0
0.19;0.22;0.23;0.2;1.1;0.7;0.006;-0.006;0.003;-0.11;1.3;2.3;4.8;0.022;-0.005;0.023;0
0.16;0.38;-0.13;0.05;3.7;3.5;-0.007;0.009;0.013;-0.1;1.4;2.2;3.9;0.037;-0.012;-0.003;0
0.56;0.29;0.49;0.03;3.9;4.5;0.005;0.079;-0.002;-0.11;1.4;2.2;5.6;0.022;0.003;-0.003;1
0.26;0.17;0.62;0.25;2.5;6.3;0.016;0.002;0.004;0.01;1.3;2.3;2.8;0.026;-0.005;0.015;0
0.32;0.19;0.21;0.26;4.2;7.7;0.003;0.069;-0.005;-0.05;1.4;2.3;0.5;0.02;-0.001;-0.01;0
0.23;0.32;0.32;0.36;3.5;7.7;0.007;0.068;0.015;-0.03;1.3;2.4;6.0;0.033;-0.007;0.008;1
0.28;0.29;0.06;0.13;2.3;4.9;-0.007;0.065;0.003;-0.04;1.3;2.2;4.0;0.022;-0.002;0.004;1
0.5;0.29;0.53;0.5;2.0;4.8;0.007;0.01;0.037;0.03;1.4;2.2;6.1;0.035;0.001;0.02;1
0.18;0.3;0.12;0.54;0.9;2.9;-0.006;0.021;0.001;-0.03;1.4;2.1;0.5;0.037;-0.002;-0.012;0
0.29;0.26;0.43;0.14;3.8;4.7;0.014;0.021;0.022;-0.08;1.4;2.5;6.2;0.025;-0.004;-0.001;1
0.28;0.21;0.62;0.33;0.7;8.3;0.013;0.038;-0.001;-0.12;1.4;2.8;4.6;0.022;0.009;0.027;1
0.56;0.36;0.48;0.48;1.8;2.1;0.019;0.059;0.013;-0.08;1.3;2.3;4.9;0.022;0.001;-0.014;1
0.54;0.23;0.37;0.52;0.5;2.3;-0.005;-0.004;0.029;-0.09;1.3;2.4;0.5;0.027;0.007;0.008;0
0.1;0.16;0.44;0.16;4.3;0.6;-0.001;0.023;0.052;0.02;1.5;2.6;5.7;0.029;0.001;-0.011;1
0.09;0.34;0.08;0.07;3.0;6.1;0.011;0.035;-0.005;-0.05;1.5;2.0;2.6;0.027;0.005;0.004;0
0.08;0.39;0.5;0.24;1.4;5.2;0.022;0.063;-0.009;-0.01;1.5;2.5;1.3;0.037;-0.012;-0.018;0
0.22;0.38;0.53;0.23;3.2;0.3;0.003;0.065;0.042;-0.03;1.3;2.5;0.7;0.032;0.002;0.01;0
0.58;0.3;0.4;0.45;1.6;4.7;0.009;0.005;0.0;-0.02;1.5;2.8;3.8;0.034;0.007;0.004;1
0.4;0.23;-0.04;0.03;2.9;8.2;-0.008;0.036;0.033;-0.03;1.3;1.9;5.1;0.024;0.004;0.008;1
0.3;0.33;-0.1;0.5;3.7;1.3;0.012;0.033;0.012;0.0;1.5;2.7;7.0;0.035;-0.011;-0.016;1
